trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.002, 'e': 0.9330487113337409}",20,0,-89.8679337822751,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
186,False,"{'a': 0.002, 'e': 0.9323273456060345}",25,11,-14.101295073571823,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
187,False,"{'a': 0.002, 'e': 0.9316022505701886}",20,4,-40.874058581531,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 0}",1
188,False,"{'a': 0.002, 'e': 0.9308734291265828}",20,0,-70.01920918570939,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
189,False,"{'a': 0.002, 'e': 0.9301408841905014}",20,5,-20.7401156042375,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.002, 'e': 0.9294046186921237}",20,0,-84.1021790485062,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
191,False,"{'a': 0.002, 'e': 0.9286646355765102}",20,0,-104.56050982513823,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
192,False,"{'a': 0.002, 'e': 0.9279209378035927}",30,0,-121.6508929801612,"{0: 17, 1: 7, 2: 3, 3: 2, 4: 1}",0
193,False,"{'a': 0.002, 'e': 0.9271735283481612}",20,0,-87.53717348961723,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
194,False,"{'a': 0.002, 'e': 0.9264224101998526}",30,0,-64.9194398826058,"{0: 21, 1: 6, 2: 2, 3: 0, 4: 1}",0
195,False,"{'a': 0.002, 'e': 0.9256675863631385}",25,0,-58.67749133392907,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
196,False,"{'a': 0.002, 'e': 0.9249090598573131}",20,0,-114.62335018642045,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
197,False,"{'a': 0.002, 'e': 0.9241468337164814}",30,15,-23.532439167292015,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
198,False,"{'a': 0.002, 'e': 0.9233809109895471}",20,0,-62.641822610958975,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
199,False,"{'a': 0.002, 'e': 0.9226112947402}",20,0,-26.790230800193594,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
200,False,"{'a': 0.002, 'e': 0.9218379880469041}",25,0,-67.10520609242758,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
201,False,"{'a': 0.002, 'e': 0.9210609940028851}",25,0,-188.12500838759,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
202,False,"{'a': 0.002, 'e': 0.9202803157161181}",20,0,-50.371748831866256,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
203,False,"{'a': 0.002, 'e': 0.9194959563093155}",20,0,-197.29944877187813,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 4}",0
204,False,"{'a': 0.002, 'e': 0.9187079189199134}",20,0,-117.3268902802659,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
205,False,"{'a': 0.002, 'e': 0.9179162067000607}",20,0,-49.31822163846988,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
206,False,"{'a': 0.002, 'e': 0.9171208228166051}",25,6,-64.094920526667,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 1}",1
207,False,"{'a': 0.002, 'e': 0.916321770451081}",20,0,-83.85560842244652,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
208,False,"{'a': 0.002, 'e': 0.9155190527996969}",20,9,-22.82650429903289,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
209,False,"{'a': 0.002, 'e': 0.9147126730733223}",20,0,-92.7750435663055,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
210,False,"{'a': 0.002, 'e': 0.913902634497475}",30,0,-132.36151094957867,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
211,False,"{'a': 0.002, 'e': 0.9130889403123083}",20,0,-23.47600579386848,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
212,False,"{'a': 0.002, 'e': 0.9122715937725977}",25,0,-150.55582328090688,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
213,False,"{'a': 0.002, 'e': 0.9114505981477284}",25,11,-33.368676654850255,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
214,False,"{'a': 0.002, 'e': 0.9106259567216819}",20,0,-35.61060615775318,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
215,False,"{'a': 0.002, 'e': 0.9097976727930226}",20,0,-34.099853766587586,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
216,False,"{'a': 0.002, 'e': 0.9089657496748851}",20,0,-68.38367338866422,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
217,False,"{'a': 0.002, 'e': 0.9081301906949609}",25,11,-72.2409836342761,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
218,False,"{'a': 0.002, 'e': 0.9072909991954848}",20,0,-30.211034430880403,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
219,False,"{'a': 0.002, 'e': 0.9064481785332217}",25,0,-113.18647707795293,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
220,False,"{'a': 0.002, 'e': 0.9056017320794529}",25,0,-40.9747441744413,"{0: 16, 1: 6, 2: 3, 3: 0, 4: 0}",0
221,False,"{'a': 0.002, 'e': 0.9047516632199634}",25,0,-175.2029850655274,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
222,False,"{'a': 0.002, 'e': 0.9038979753550274}",20,0,-69.85193156204697,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
223,False,"{'a': 0.002, 'e': 0.903040671899395}",30,15,-69.72583717207742,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
224,False,"{'a': 0.002, 'e': 0.9021797562822791}",20,0,-79.65904743871124,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
225,False,"{'a': 0.002, 'e': 0.9013152319473411}",20,0,-110.3683891531351,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
226,False,"{'a': 0.002, 'e': 0.9004471023526769}",25,3,-28.441988426588566,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
227,False,"{'a': 0.002, 'e': 0.899575370970804}",25,0,-91.7009106646058,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
228,False,"{'a': 0.002, 'e': 0.8987000412886466}",20,0,-140.34820039140078,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
229,False,"{'a': 0.002, 'e': 0.8978211168075223}",20,5,-51.26472182978908,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
230,False,"{'a': 0.002, 'e': 0.896938601043128}",25,0,-166.1747184644367,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
231,False,"{'a': 0.002, 'e': 0.8960524975255252}",25,0,-108.80361688675058,"{0: 12, 1: 7, 2: 4, 3: 2, 4: 0}",0
232,False,"{'a': 0.002, 'e': 0.8951628097991272}",20,0,-121.53774872102052,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
233,False,"{'a': 0.002, 'e': 0.8942695414226836}",25,0,-64.91504758383957,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
234,False,"{'a': 0.002, 'e': 0.8933726959692665}",25,0,-20.703299334007784,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
235,False,"{'a': 0.002, 'e': 0.8924722770262568}",25,16,-30.603591206765095,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 0}",1
236,False,"{'a': 0.002, 'e': 0.891568288195329}",20,0,-136.37910694581493,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
237,False,"{'a': 0.002, 'e': 0.890660733092437}",25,0,-88.5198033465429,"{0: 12, 1: 5, 2: 8, 3: 0, 4: 0}",0
238,False,"{'a': 0.002, 'e': 0.8897496153478003}",20,0,-18.54714252643977,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
239,False,"{'a': 0.002, 'e': 0.8888349386058886}",30,0,-72.05837426673568,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
240,False,"{'a': 0.002, 'e': 0.8879167065254074}",20,0,-47.411148742858586,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
241,False,"{'a': 0.002, 'e': 0.8869949227792842}",25,0,-78.91925118455876,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
242,False,"{'a': 0.002, 'e': 0.8860695910546524}",30,0,-92.09034596775258,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
243,False,"{'a': 0.002, 'e': 0.8851407150528379}",25,0,-74.69280543312401,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
244,False,"{'a': 0.002, 'e': 0.8842082984893433}",20,0,-134.32781776619944,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
245,False,"{'a': 0.002, 'e': 0.8832723450938338}",20,0,-112.01633757692274,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
246,False,"{'a': 0.002, 'e': 0.8823328586101215}",20,0,-72.89005466456173,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
247,False,"{'a': 0.002, 'e': 0.8813898427961513}",20,0,-56.14628996460123,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
248,False,"{'a': 0.002, 'e': 0.880443301423985}",20,0,-46.65593147855341,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
249,False,"{'a': 0.002, 'e': 0.879493238279787}",20,0,-60.563064656501524,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
250,False,"{'a': 0.002, 'e': 0.8785396571638084}",20,0,-47.522807663543766,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
251,False,"{'a': 0.002, 'e': 0.8775825618903728}",20,0,-80.13984234132013,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
252,False,"{'a': 0.002, 'e': 0.8766219562878595}",30,0,-117.57627967000138,"{0: 15, 1: 3, 2: 12, 3: 0, 4: 0}",0
253,False,"{'a': 0.002, 'e': 0.87565784419869}",25,0,-48.30013994448667,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
254,False,"{'a': 0.002, 'e': 0.8746902294793112}",20,0,-47.511625185343135,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
255,False,"{'a': 0.002, 'e': 0.8737191160001807}",20,0,-47.771785344293804,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
256,False,"{'a': 0.002, 'e': 0.8727445076457513}",20,0,-48.87198239512065,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
257,False,"{'a': 0.002, 'e': 0.8717664083144548}",20,0,-66.729091007981,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
258,False,"{'a': 0.002, 'e': 0.8707848219186876}",20,0,-65.13511766404514,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
259,False,"{'a': 0.002, 'e': 0.8697997523847936}",25,0,-92.86208290735965,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
260,False,"{'a': 0.002, 'e': 0.8688112036530499}",20,0,-33.73196100764052,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
261,False,"{'a': 0.002, 'e': 0.8678191796776499}",20,5,-54.492879954846074,"{0: 7, 1: 3, 2: 5, 3: 0, 4: 0}",1
262,False,"{'a': 0.002, 'e': 0.8668236844266883}",20,15,9.396721278623271,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.002, 'e': 0.8658247218821448}",20,0,-226.9778515815341,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 5}",0
264,False,"{'a': 0.002, 'e': 0.8648222960398683}",30,11,-51.933320717382315,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 1}",1
265,False,"{'a': 0.002, 'e': 0.8638164109095605}",30,0,-60.71497801694701,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
266,False,"{'a': 0.002, 'e': 0.862807070514761}",20,0,-91.94813894389983,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
267,False,"{'a': 0.002, 'e': 0.8617942788928298}",20,0,-66.60905904671729,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
268,False,"{'a': 0.002, 'e': 0.8607780400949321}",20,0,-94.80882681039229,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
269,False,"{'a': 0.002, 'e': 0.8597583581860216}",20,8,-20.320288805327667,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
270,False,"{'a': 0.002, 'e': 0.8587352372448249}",25,0,-187.73265922718724,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 3}",0
271,False,"{'a': 0.002, 'e': 0.8577086813638242}",25,0,-111.53291314416668,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
272,False,"{'a': 0.002, 'e': 0.8566786946492415}",25,9,-91.65188436397828,"{0: 7, 1: 4, 2: 4, 3: 0, 4: 1}",1
273,False,"{'a': 0.002, 'e': 0.8556452812210225}",35,3,-86.69044767446994,"{0: 20, 1: 7, 2: 4, 3: 0, 4: 1}",1
274,False,"{'a': 0.002, 'e': 0.8546084452128195}",25,0,-153.98591490293637,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
275,False,"{'a': 0.002, 'e': 0.8535681907719751}",30,0,-54.93608859167456,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
276,False,"{'a': 0.002, 'e': 0.8525245220595057}",20,0,-107.53675219045893,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
277,False,"{'a': 0.002, 'e': 0.8514774432500848}",30,0,-99.58787259921984,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
278,False,"{'a': 0.002, 'e': 0.8504269585320262}",20,0,-27.139487326477795,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
279,False,"{'a': 0.002, 'e': 0.8493730721072673}",20,0,-90.06260493008362,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
280,False,"{'a': 0.002, 'e': 0.8483157881913526}",25,12,-2.273861121400533,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.002, 'e': 0.8472551110134161}",25,0,-57.659883076859785,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
282,False,"{'a': 0.002, 'e': 0.8461910448161652}",20,9,-4.579111966512317,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.002, 'e': 0.8451235938558634}",20,0,-52.33872227112448,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
284,False,"{'a': 0.002, 'e': 0.844052762402313}",25,0,-81.46169710695962,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
285,False,"{'a': 0.002, 'e': 0.8429785547388383}",25,5,-83.06952566347967,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",1
286,False,"{'a': 0.002, 'e': 0.8419009751622687}",35,4,-105.69277021823484,"{0: 17, 1: 8, 2: 5, 3: 0, 4: 1}",1
287,False,"{'a': 0.002, 'e': 0.840820027982921}",20,0,-15.958557085114226,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
288,False,"{'a': 0.002, 'e': 0.8397357175245824}",20,0,-110.60051249925381,"{0: 10, 1: 5, 2: 2, 3: 2, 4: 1}",0
289,False,"{'a': 0.002, 'e': 0.8386480481244933}",25,0,-60.95685537673223,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",1
290,False,"{'a': 0.002, 'e': 0.8375570241333301}",20,0,-103.09138862741631,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
291,False,"{'a': 0.002, 'e': 0.8364626499151869}",20,0,-161.60459628766986,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
292,False,"{'a': 0.002, 'e': 0.8353649298475595}",20,8,12.0366315790935,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.002, 'e': 0.8342638683213264}",20,16,6.037684162687119,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.002, 'e': 0.8331594697407324}",20,6,-54.631633694873294,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 1}",1
295,False,"{'a': 0.002, 'e': 0.8320517385233703}",25,0,-159.17819092336092,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
296,False,"{'a': 0.002, 'e': 0.8309406791001636}",30,0,-94.36546152668444,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
297,False,"{'a': 0.002, 'e': 0.8298262959153483}",30,0,-53.98034533361982,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
298,False,"{'a': 0.002, 'e': 0.8287085934264558}",20,0,-39.12812670577342,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
299,False,"{'a': 0.002, 'e': 0.8275875761042946}",30,0,-68.11892915147929,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
300,False,"{'a': 0.002, 'e': 0.8264632484329323}",20,0,-103.64826217146154,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
301,False,"{'a': 0.002, 'e': 0.8253356149096783}",20,0,-3.3106129666110196,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
302,False,"{'a': 0.002, 'e': 0.8242046800450651}",20,0,-40.748391455043375,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
303,False,"{'a': 0.002, 'e': 0.8230704483628307}",20,0,-47.82642900816711,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
304,False,"{'a': 0.002, 'e': 0.8219329243999002}",25,0,-114.55198378213491,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
305,False,"{'a': 0.002, 'e': 0.8207921127063681}",30,0,-237.6748218241302,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 5}",0
306,False,"{'a': 0.002, 'e': 0.8196480178454795}",30,0,-46.8805271765385,"{0: 21, 1: 4, 2: 5, 3: 0, 4: 0}",0
307,False,"{'a': 0.002, 'e': 0.8185006443936125}",20,0,-21.901629258199932,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
308,False,"{'a': 0.002, 'e': 0.8173499969402591}",20,0,-115.96304687168178,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
309,False,"{'a': 0.002, 'e': 0.8161960800880078}",20,0,-95.23023414093278,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
310,False,"{'a': 0.002, 'e': 0.8150388984525244}",20,0,-27.862428861217055,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
311,False,"{'a': 0.002, 'e': 0.8138784566625339}",25,0,-112.17789078134824,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 3}",0
312,False,"{'a': 0.002, 'e': 0.812714759359802}",35,0,-267.0046672458947,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 5}",0
313,False,"{'a': 0.002, 'e': 0.8115478111991162}",20,0,-5.090991304883447,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
314,False,"{'a': 0.002, 'e': 0.8103776168482677}",30,0,-147.742896182467,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
315,False,"{'a': 0.002, 'e': 0.8092041809880323}",20,0,-85.3285656201835,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
316,False,"{'a': 0.002, 'e': 0.8080275083121519}",25,0,-46.2459329163785,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
317,False,"{'a': 0.002, 'e': 0.8068476035273155}",25,1,-69.09971463776563,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 1}",1
318,False,"{'a': 0.002, 'e': 0.805664471353141}",35,13,-63.733323817024825,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
319,False,"{'a': 0.002, 'e': 0.8044781165221552}",20,4,-73.56176759922442,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 1}",1
320,False,"{'a': 0.002, 'e': 0.8032885437797759}",20,0,-122.58606278924637,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
321,False,"{'a': 0.002, 'e': 0.8020957578842927}",30,0,-152.90996339960734,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
322,False,"{'a': 0.002, 'e': 0.8008997636068472}",20,0,-150.84849316462518,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
323,False,"{'a': 0.002, 'e': 0.7997005657314152}",20,0,-164.0992521416834,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
324,False,"{'a': 0.002, 'e': 0.7984981690547867}",20,0,-75.61347956863051,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
325,False,"{'a': 0.002, 'e': 0.7972925783865464}",25,0,-15.580769265524246,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",1
326,False,"{'a': 0.002, 'e': 0.7960837985490558}",20,13,-52.5110609881872,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
327,False,"{'a': 0.002, 'e': 0.7948718343774324}",30,0,-61.12956099960648,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
328,False,"{'a': 0.002, 'e': 0.7936566907195313}",30,8,-4.510172931638325,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
329,False,"{'a': 0.002, 'e': 0.7924383724359255}",25,0,-28.519415869457884,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
330,False,"{'a': 0.002, 'e': 0.7912168843998867}",25,0,-47.86768389725964,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
331,False,"{'a': 0.002, 'e': 0.7899922314973651}",20,0,-56.06613825256038,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
332,False,"{'a': 0.002, 'e': 0.7887644186269709}",30,0,-137.831175687652,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
333,False,"{'a': 0.002, 'e': 0.7875334506999537}",25,0,-97.04073941738852,"{0: 17, 1: 5, 2: 1, 3: 0, 4: 2}",0
334,False,"{'a': 0.002, 'e': 0.786299332640184}",20,0,-60.007205344549426,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
335,False,"{'a': 0.002, 'e': 0.785062069384132}",20,12,-9.702663688402962,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
336,False,"{'a': 0.002, 'e': 0.7838216658808492}",25,0,-93.42995813603233,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
337,False,"{'a': 0.002, 'e': 0.7825781270919481}",20,4,-71.66637434522741,"{0: 10, 1: 3, 2: 1, 3: 1, 4: 1}",1
338,False,"{'a': 0.002, 'e': 0.781331457991582}",35,15,-83.02600647556677,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",1
339,False,"{'a': 0.002, 'e': 0.7800816635664256}",30,0,-181.84326198252785,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 3}",0
340,False,"{'a': 0.002, 'e': 0.7788287488156552}",25,3,-53.69779858035147,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 0}",1
341,False,"{'a': 0.002, 'e': 0.7775727187509279}",20,9,-4.85816039530617,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
342,False,"{'a': 0.002, 'e': 0.7763135783963624}",25,5,-22.22351579063492,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
343,False,"{'a': 0.002, 'e': 0.7750513327885183}",20,0,-28.43264728180594,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
344,False,"{'a': 0.002, 'e': 0.7737859869763766}",35,0,-89.96687454053972,"{0: 22, 1: 3, 2: 10, 3: 0, 4: 0}",0
345,False,"{'a': 0.002, 'e': 0.7725175460213186}",25,0,-17.809641263449954,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
346,False,"{'a': 0.002, 'e': 0.7712460149971065}",25,12,-46.94539940755656,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
347,False,"{'a': 0.002, 'e': 0.7699713989898629}",20,13,2.4042671925190393,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.002, 'e': 0.7686937030980499}",25,0,-100.80563609178701,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
349,False,"{'a': 0.002, 'e': 0.7674129324324493}",20,0,-59.23494857992932,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
350,False,"{'a': 0.002, 'e': 0.7661290921161423}",35,6,-120.62305850732918,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 2}",1
351,False,"{'a': 0.002, 'e': 0.7648421872844884}",20,5,-70.01655798252159,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
352,False,"{'a': 0.002, 'e': 0.7635522230851051}",35,11,-69.54468664085009,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 1}",1
353,False,"{'a': 0.002, 'e': 0.7622592046778476}",25,0,-86.41505564014801,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
354,False,"{'a': 0.002, 'e': 0.7609631372347876}",20,0,-45.88559204438521,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
355,False,"{'a': 0.002, 'e': 0.7596640259401933}",25,10,-55.42118249185644,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
356,False,"{'a': 0.002, 'e': 0.7583618759905082}",20,0,-61.3118364658129,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
357,False,"{'a': 0.002, 'e': 0.7570566925943303}",20,0,-21.866701884203817,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
358,False,"{'a': 0.002, 'e': 0.7557484809723913}",30,1,-34.376436143722515,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 0}",1
359,False,"{'a': 0.002, 'e': 0.7544372463575362}",25,0,-30.692554187814004,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
